name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,data_source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Recreation and Parks Properties
George Christopher Playground - Drinking Fountain/Cooler,4729792874879832224,drinking_water,1,0,0,0,37.744249249999996,-122.44036075,5210 Diamond Heights Blvd,San Francisco,CA,94131,George Christopher Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.440360749 37.744249255),8,Glen Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,57,9,5,10,168
Tenderloin Pit Stop - Eddy St. and Larkin St.,3686216189405644604,restroom,0,0,0,0,37.783353,-122.41769,Eddy St. and Larkin St.,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.41769 37.783353),5,Tenderloin,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,20,5,10,36,
North Beach Branch Library,7646533082011852694,drinking_water,1,0,0,0,37.80253081500007,-122.41313485899997,850 Columbus Ave,San Francisco,CA,94133,Joe DiMaggio Playground,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.413134859 37.802530815),3,North Beach,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,106,6,3,23,195
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,5634100326179697879,drinking_water,1,1,0,0,37.76453532,-122.50499565000001,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.504995646 37.764535322),4,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,234
Helen Wills Playground - Drinking Fountain/Cooler,6597428905192677987,drinking_water,1,0,0,0,37.79571824999999,-122.42048044,1401 Broadway,San Francisco,CA,94109,Helen Wills Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420480438 37.795718247),3,Russian Hill,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,105,4,3,32,175
Restrooms,320724989229576998,restroom,0,0,0,0,37.73959728403332,-122.47617042256441,2695 19th Ave,San Francisco,CA,94116,Carl Larsen Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476170423 37.739597284),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,40,10,7,35,154
Tenderloin Pit Stop - 474 O'Farrell Street,3273606294984689376,restroom,0,0,0,0,37.7858991,-122.4119361,474 O'Farrell Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4119361 37.7858991),5,Tenderloin,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,20,5,10,36,
Youngblood-Coleman Playground - Drinking Fountain/Cooler,6746984766898090342,drinking_water,1,0,0,0,37.73918599,-122.38562641,1398 Hudson Ave,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.385626413 37.73918599),10,Bayview Hunters Point,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,86,2,9,1,224
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,8101432552027504605,drinking_water,1,0,0,0,37.770232410000006,-122.49551831000001,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.495518309 37.770232413),1,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,233
Southeast Community Center Restroom,2641768654156405405,restroom,0,0,0,0,37.7428,-122.387319,1550 Evans Ave,San Francisco,CA,94124,,limited_access,07:00:00,19:00:00,Weekdays,,puc,POINT (-122.387319 37.7428),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2024/10/10 10:40:59 AM,76,2,9,1,
Lafayette Park - Drinking Fountain/Cooler,9079833556995053721,drinking_water,1,0,0,0,37.791014219999994,-122.4273439,2101 Washington St,San Francisco,CA,94109,Lafayette Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.4273439 37.791014216),2,Pacific Heights,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,102,4,6,30,212
Sharon Arts Studio,7349537812584707784,restroom,0,0,0,0,37.768251658039155,-122.4582606346775,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458260635 37.768251658),7,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,7,11,12,228
Margaret S.Hayward Playground - Drinking Fountain/Cooler,393590892851225671,drinking_water,1,0,0,0,37.78087932,-122.42537904,1016 Laguna St,San Francisco,CA,94102,Margaret S.Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.425379042 37.780879324),5,Western Addition,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,100,4,11,39,140
McLaren Bike Restroom,1992537512030673501,restroom,0,0,0,0,37.71413459070176,-122.42329114112185,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423291141 37.714134591),10,McLaren Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,73,9,9,19,7
Alice Chalmers Clubhouse,4826729406713278563,restroom,0,0,0,0,37.70950402468936,-122.44706570405378,670 Brunswick St,San Francisco,CA,94112,Alice Chalmers Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447065704 37.709504025),11,Excelsior,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,58,9,1,7,68
Christopher Clubhouse,2811668174124739375,restroom,0,0,0,0,37.74402066778578,-122.44026812980984,5210 Diamond Heights Blvd,San Francisco,CA,94131,George Christopher Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44026813 37.744020668),8,Glen Park,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,57,9,5,10,168
Excelsior Clubhouse,7624069768620183306,restroom,0,0,0,0,37.720234550340486,-122.43358551158578,579 Madrid St,San Francisco,CA,94112,Excelsior Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433585512 37.72023455),11,Excelsior,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,90,9,1,7,161
Presidio Heights Playground - Drinking Fountain/Cooler,3897957390348168831,drinking_water,1,0,0,0,37.78853175,-122.44979583000001,3437 Clay St,San Francisco,CA,94118,Presidio Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.449795825 37.788531752),2,Presidio Heights,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,10,8,6,31,125
Alamo Square - Drinking Fountain/Cooler,7862019912939293880,drinking_water,1,1,0,0,37.77571844,-122.43461825,1081 Fulton St,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434618252 37.77571844),5,Hayes Valley,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,23,4,11,9,67
Mountain Lake Park - Drinking Fountain/Cooler,8458342360154617310,drinking_water,1,0,0,1,37.786971920000006,-122.46779968999999,1 11th Ave,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.467799694 37.786971919),1,Inner Richmond,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,4,,6,11,134
Eureka Rec Center,1493804388340657669,restroom,0,0,0,0,37.76025855824598,-122.43646112984024,100 Collingwood St,San Francisco,CA,94114,Eureka Valley Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43646113 37.760258558),8,Castro/Upper Market,2024/08/13 05:16:30 PM,2024/10/10 10:40:59 AM,38,3,5,5,208
Pier 7,8096256367090940691,drinking_water,1,1,0,0,37.79897,-122.39703,Pier 7 on the Embarcadero,San Francisco,CA,94105,,publicly_accessible,,,Daily,Next to decaux toilet,port,POINT (-122.39703 37.79897),3,Financial District/South Beach,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,77,6,3,8,
Crocker Amazon Fieldhouse,903276712678038185,restroom,0,0,0,0,37.713562701693014,-122.43000619846528,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.430006198 37.713562702),11,Excelsior,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,58,9,1,7,158
Washington Square - Drinking Fountain/Cooler,6124733483710797113,drinking_water,1,1,0,0,37.80052342,-122.40978818,600 Columbus Ave,San Francisco,CA,94133,Washington Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409788177 37.800523424),3,North Beach,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,106,6,3,23,94
Restrooms,4224576772754543358,restroom,0,0,0,0,37.73712250106413,-122.42058678323947,,San Francisco,CA,94110,Holly Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420586783 37.737122501),9,Bernal Heights,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,61,9,2,2,47
Haight Ashbury Pit Stop - Stanyan and Waller streets (JCDecaux),7142556760707795661,restroom,0,0,0,0,37.7682426,-122.4534175,Stanyan and Waller streets (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4534175 37.7682426),5,Golden Gate Park,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,9,7,11,12,
Mid-Market Pit Stop - U.N. Plaza (JCDecaux),3807932607898650381,restroom,0,0,0,0,37.7801432,-122.4130822,U.N. Plaza (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4130822 37.7801432),5,Tenderloin,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,21,5,10,36,
Restroom,6037412297407470953,restroom,0,0,0,0,37.728526970911986,-122.46602410190815,139 Aptos Ave,San Francisco,CA,94127,Aptos Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.466024102 37.728526971),7,West of Twin Peaks,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,63,10,8,41,70
Richmond Rec Center,6492148637033534034,restroom,0,0,0,0,37.78340553001032,-122.47809345349741,251 18th Ave,San Francisco,CA,94121,Richmond Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.478093453 37.78340553),1,Outer Richmond,2024/08/13 05:16:30 PM,2024/10/10 10:40:59 AM,5,8,4,29,121
Pier 14,760719995364998060,drinking_water,1,1,0,0,37.793789,-122.392106,Embarcadero and Broadway,San Francisco,CA,94105,,publicly_accessible,,,Daily,On sidewalk,port,POINT (-122.392106 37.793789),6,Financial District/South Beach,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,108,1,10,8,
Drinking Fountain/Cooler,2353514024471933827,drinking_water,1,1,0,0,37.76398713,-122.39912816,,San Francisco,CA,,Jackson Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.399128158 37.763987133),10,Potrero Hill,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,54,1,9,26,179
Restrooms,4461746632244599738,restroom,0,0,0,0,37.782884097867246,-122.49085411307503,336 31st Ave,San Francisco,CA,94121,DuPont Tennis Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.490854113 37.782884098),1,Outer Richmond,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,8,8,4,29,207
Sunset Rec Center,5857790688088800410,restroom,0,0,0,0,37.75706028122408,-122.4869080712594,2201 Lawton St,San Francisco,CA,94122,Sunset Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.486908071 37.757060281),4,Sunset/Parkside,2024/08/13 05:16:30 PM,2024/10/10 10:40:59 AM,39,10,7,35,105
Youngblood Coleman Clubhouse,1204923542090208152,restroom,0,0,0,0,37.73797742460086,-122.38413496380761,1398 Hudson Ave,San Francisco,CA,94124,Youngblood-Coleman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.384134964 37.737977425),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,86,2,9,1,224
Noe Valley Courts - Drinking Fountain/Cooler,7353953180170706382,drinking_water,1,0,0,0,37.751456729999994,-122.43894594000001,780 Douglass St,San Francisco,CA,94114,Noe Valley Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438945938 37.751456734),8,Noe Valley,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,51,3,5,22,132
Cow Hollow Clubhouse,268193261574787356,restroom,0,0,0,0,37.79738737216096,-122.44467421677261,1 Miley St,San Francisco,CA,94123,Cow Hollow Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.444674217 37.797387372),2,Marina,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,14,4,6,13,13
Camp Mather - Drinking fountain,7681299302405400975,drinking_water,1,0,0,0,37.88292918,-119.85583474,32560 Mather Road,San Francisco,CA,95321,Camp Mather,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-119.855843076 37.882933447),,,2024/08/19 10:00:34 AM,2024/10/10 10:40:59 AM,,,,,50
Union Square - Drinking Fountain/Cooler,2714186578769913329,drinking_water,1,0,0,0,37.787879229999994,-122.40697736,333 Post St,San Francisco,CA,94108,Union Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406977362 37.787879232),3,Financial District/South Beach,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,19,6,3,8,5
Drinking Fountain/Cooler,1707604202756524197,drinking_water,1,0,0,1,37.736636360000006,-122.44061655,,San Francisco,CA,,Glen Canyon Park,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.440616551 37.736636359),8,Glen Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,96,9,5,10,239
Noe Valley Branch Library,5439257887640776803,drinking_water,1,0,0,0,37.75022804200006,-122.43509024199994,451 Jersey St,San Francisco,CA,94114,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:12:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.435090242 37.750228042),8,Noe Valley,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,84,3,5,22,
St Mary's Rec Center,3427043505677543567,restroom,0,0,0,0,37.734068492410614,-122.42170662551818,95 Justin Dr,San Francisco,CA,94110,St. Mary's Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.421706626 37.734068492),9,Bernal Heights,2024/09/05 02:26:25 PM,2024/10/10 10:40:59 AM,93,9,2,2,109
Yacht Harbor and Marina Green - Toilet,3334911520292618057,restroom,0,0,0,0,37.80665433,-122.44255446,1 Marina Green Dr,San Francisco,CA,94123,Yacht Harbor and Marina Green,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.442554463 37.806654329),,Marina,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,17,4,6,13,90
Argonne Playground - Drinking Fountain/Cooler,5656170251697479208,drinking_water,1,0,0,0,37.77958072,-122.47777183,455 18th Ave,San Francisco,CA,94121,Argonne Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.477771833 37.779580721),1,Outer Richmond,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,5,8,4,29,71
Tenderloin Recreation Center - Drinking Fountain/Cooler,7703224656766165468,drinking_water,1,0,0,0,37.78479959,-122.41547704,570 Ellis St,San Francisco,CA,94109,Tenderloin Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415477044 37.784799593),5,Tenderloin,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,20,5,10,36,103
Balboa Park - Drinking Fountain/Cooler,3524619958457802624,drinking_water,1,1,0,0,37.72582314,-122.44334099999999,51 Havelock St,San Francisco,CA,94112,Balboa Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.443340996 37.725823137),11,Outer Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,94,9,1,28,76
Rose Garden Bathroom,1943296452659879033,restroom,0,0,0,0,37.77152256950022,-122.47202101051468,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.472021011 37.77152257),1,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,8,4,12,232
Bayview Pit Stop - Mendell Plaza,7277902948722723318,restroom,0,0,0,0,37.7340389,-122.3908134,Mendell Plaza,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.3908134 37.7340389),10,Bayview Hunters Point,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,86,2,9,1,
Helen Wills Clubhouse,2185961860176799854,restroom,0,0,0,0,37.79573314221017,-122.42054753311785,1401 Broadway,San Francisco,CA,94109,Helen Wills Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.420547533 37.795733142),3,Russian Hill,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,105,4,3,32,175
Potrero Branch Library,4782384906586179379,drinking_water,1,0,0,0,37.760135940000055,-122.39766410099998,1616 20th St,San Francisco,CA,94107,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:13:00-20:00"",""Thursday:10:00-20:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:49""]",library,POINT (-122.397664101 37.76013594),10,Potrero Hill,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,54,2,9,26,
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,2471524683602976434,drinking_water,1,0,0,0,37.76699483,-122.45332847,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.453328467 37.766994833),5,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,7,11,12,229
Eureka Valley Branch Library/ Harvey Milk Memorial Branch Library,8214720885853823779,drinking_water,1,0,0,0,37.76406037000004,-122.43188171699995,1 Jose Sarria Ct,San Francisco,CA,94114,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:53""]",library,POINT (-122.431881717 37.76406037),8,Castro/Upper Market,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,38,3,5,5,49
Betty Ann Ong Chinese Rec Center - Drinking Fountain/Cooler,9052984559591546723,drinking_water,1,0,0,0,37.79437392,-122.41185105,1101 Washington St,San Francisco,CA,94108,Betty Ann Ong Chinese Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411851051 37.794373922),3,Nob Hill,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,16,6,3,21,155
South Restrooms,709146778819532938,restroom,0,0,0,0,37.766805148049556,-122.4683584852519,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 3,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.468358485 37.766805148),7,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,8,11,12,231
Pier 42,5131556297665840105,restroom,0,0,0,0,37.810759,-122.410441,Fishermans's Wharf,San Francisco,CA,94133,,publicly_accessible,07:00:00,22:00:00,Daily,Level 2 by Amici's Pizza,port,POINT (-122.410441 37.810759),3,North Beach,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,99,6,3,23,
In Chan Kaajal Park - Drinking Fountain/Cooler,7563868324743124979,drinking_water,1,1,0,0,37.76379713,-122.41555595,2080 Folsom St,San Francisco,CA,94110,In Chan Kaajal Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.415555951 37.763797128),9,Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,53,3,2,20,203
Restroom,1106131345370136236,restroom,0,0,0,0,37.74353236081232,-122.48092128937846,2354 24th Ave,San Francisco,CA,94116,McCoppin Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.480921289 37.743532361),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,40,10,7,35,139
Junipero Serra Clubhouse,639104613465753824,restroom,0,0,0,0,37.72509664467659,-122.4740986263154,300 Stonecrest Dr,San Francisco,CA,94132,Junipero Serra Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.474098626 37.725096645),7,West of Twin Peaks,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,41,10,8,41,182
Palace of Fine Arts - Drinking Fountain/Cooler,8888903453669224957,drinking_water,1,0,0,0,37.80168735,-122.44791247,3601 Lyon St,San Francisco,CA,94123,Palace of Fine Arts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.447912465 37.801687354),2,Marina,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,17,4,6,13,21
Bocce Ball Courts,1839771427095320611,restroom,0,0,0,0,37.71489675900471,-122.43204290963838,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43204291 37.714896759),11,Excelsior,2024/08/20 10:36:57 AM,2024/10/10 10:40:59 AM,58,9,1,7,158
Coit Tower,1300996872573206948,restroom,0,0,0,0,37.80244444556374,-122.40586285398844,1 Telegraph Hill Blvd,San Francisco,CA,94133,Telegraph Hill - Pioneer Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405862854 37.802444446),3,North Beach,2024/08/20 10:36:57 AM,2024/10/10 10:40:59 AM,18,6,3,23,227
GGP 5 Dog Play Area Drinking Fountain,8699271607945034092,drinking_water,1,1,0,0,37.770941119999996,-122.49901861,,San Francisco,CA,,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.499018608 37.770941124),1,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,233
Restrooms,3659454021908060856,restroom,0,0,0,0,37.77608607438947,-122.43432885373569,1081 Fulton St,San Francisco,CA,94117,Alamo Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434328854 37.776086074),5,Hayes Valley,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,23,4,11,9,67
Woh Hei Yuen Clubhouse,6335645547559891312,restroom,0,0,0,0,37.79566305898598,-122.41036014811358,922 Jackson St,San Francisco,CA,94133,Woh Hei Yuen Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410360148 37.795663059),3,Chinatown,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,16,6,3,6,91
West Portal Playground - Drinking Fountain/Cooler,5827982610537190352,drinking_water,1,0,0,0,37.74173871,-122.46518014,131 Lenox Way,San Francisco,CA,94127,West Portal Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.465180141 37.74173871),7,West of Twin Peaks,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,46,10,8,41,223
McKinley Square - Drinking Fountain/Cooler,4129870739143454943,drinking_water,1,0,0,0,37.75910871999999,-122.40447578,2311 20th St,San Francisco,CA,94107,McKinley Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.404475785 37.759108722),10,Potrero Hill,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,54,2,9,26,60
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,2486624640236419123,drinking_water,1,0,0,0,37.77273826,-122.45794473,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457944731 37.772738257),1,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,7,4,12,229
McLaren Mansell Clubhouse,4653891988982245606,restroom,0,0,0,0,37.719149523186175,-122.4126962340035,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412696234 37.719149523),9,McLaren Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,73,9,2,19,7
Louis Sutter Playground - Drinking Fountain,4485946366151460896,drinking_water,1,1,0,0,37.72247854,-122.41423995,599 Yale St,San Francisco,CA,94134,Louis Sutter Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.414239954 37.722478535),9,McLaren Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,73,2,2,19,10
Restrooms,4390283377851479502,restroom,0,0,0,0,37.73389881070508,-122.44827786620233,233 Melrose Avenue,San Francisco,CA,94127,Sunnyside Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.448277866 37.733898811),7,West of Twin Peaks,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,95,9,8,41,222
Salvation Army Headquarters,7376495296883677357,drinking_water,0,1,0,0,37.7814174,-122.4020001,832 Folsom Ave,San Francisco,CA,94107,,publicly_accessible,,,Daily,,puc,POINT (-122.4020001 37.7814174),6,South of Market,2024/06/27 01:43:12 PM,2024/10/10 10:40:59 AM,32,1,10,34,
Pine Lake Dog Play Area Drinking Fountain,8319170725055303474,drinking_water,1,0,0,0,37.73679292,-122.48263593,,San Francisco,CA,,Pine Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.482635932 37.736792924),4,Sunset/Parkside,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,40,10,7,35,218
Mission Pit Stop - SFGH Building 80/90 COVID 19 Pit Stop,175034497487408157,restroom,0,0,0,0,37.7571167,-122.4056906,SFGH Building 80/90 COVID 19 Pit Stop,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4056906 37.7571167),10,Mission,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,54,3,9,20,
Gilman Clubhouse,5040493411167008693,restroom,0,0,0,0,37.7168010634532,-122.38835499090985,993 Gilman Ave,San Francisco,CA,94124,Gilman Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.388354991 37.716801063),10,Bayview Hunters Point,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,88,2,9,1,169
Bernal Heights Branch Library,5507692796941224450,drinking_water,1,0,0,0,37.73885128400008,-122.41610523099996,500 Cortland Ave,San Francisco,CA,94110,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-19:00"",""Wednesday:12:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.416105231 37.738851284),9,Bernal Heights,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,83,9,2,2,80
