name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,data_source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Recreation and Parks Properties
Drinking Fountain/Cooler,2906746747408755699,drinking_water,1,1,0,0,37.74195621,-122.46517039000001,,San Francisco,CA,,West Portal Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.46517039 37.741956211),7,West of Twin Peaks,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,46,10,8,41,223
Herz Playground Clubhouse,7366075405665591286,restroom,0,0,0,0,37.71394326427549,-122.41637790217736,1701 Visitacion Ave,San Francisco,CA,94134,Herz Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416377902 37.713943264),10,McLaren Park,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,73,9,9,19,15
Moscone Rec Center,4678029647536132904,restroom,0,0,0,0,37.801484546132755,-122.43318577042552,1800 Chestnut St,San Francisco,CA,94123,Moscone Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.43318577 37.801484546),2,Marina,2024/08/13 05:16:30 PM,2024/10/10 10:40:59 AM,17,4,6,13,135
Mendell Plaza,1583894823483341905,drinking_water,0,1,1,0,37.734648,-122.390524,1425 Mendell St,San Francisco,CA,94124,,publicly_accessible,,,Daily,,puc,POINT (-122.390524 37.734648),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2024/10/10 10:40:59 AM,86,2,9,1,
Golden Gate Park - Section 6 - Drinking Fountain/Cooler,2279428380184152431,drinking_water,1,1,0,0,37.766804140000005,-122.50818661,Golden Gate Park,San Francisco,CA,94132,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508186612 37.766804143),4,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,234
Alta Plaza Park - Drinking Fountain/Cooler,3702859510335813216,drinking_water,1,0,0,0,37.79123999,-122.43819734,2501 Jackson St,San Francisco,CA,94115,Alta Plaza Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438197344 37.791239987),2,Pacific Heights,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,102,4,6,30,149
Hilltop Park,5266853380894405697,drinking_water,0,1,1,0,37.73328,-122.38366,45 Progress St,San Francisco,CA,94124,,publicly_accessible,,,Daily,,puc,POINT (-122.38366 37.73328),10,Bayview Hunters Point,2024/06/27 01:43:12 PM,2024/10/10 10:40:59 AM,86,2,9,1,
Golden Gate Park - Section 5 - Drinking Fountain/Cooler,9080728227449818557,drinking_water,1,0,0,0,37.77055697,-122.48014119,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 5,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.480141186 37.770556975),1,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,232
Garfield Path Drinking Fountain,2067076247063779095,drinking_water,1,1,0,0,37.75012374000001,-122.41247426000001,,San Francisco,CA,,Garfield Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412474261 37.750123743),9,Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,53,3,2,20,165
Main Library,1845349341306362846,drinking_water,1,0,0,0,37.779081776000055,-122.41615205,100 Larkin St,San Francisco,CA,94102,,limited_access,,,Daily,"opening_hours = [""Sunday:12:00-18:00"",""Monday:09:00-18:00"",""Tuesday:09:00-20:00"",""Wednesday:09:00-20:00"",""Thursday:09:00-20:00"",""Friday:12:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:62""]",library,POINT (-122.41615205 37.779081776),5,Tenderloin,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,21,5,10,36,
Outer Sunset Pit Stop - Judah and La Playa streets (Rec Park),6773564667651549547,restroom,0,0,0,0,37.7603081,-122.5091618,Judah and La Playa streets (Rec Park),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.5091618 37.7603081),4,Sunset/Parkside,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,39,10,7,35,
Duboce Park - Drinking Fountain/Cooler,8941845549837929355,drinking_water,1,1,0,0,37.769413269999994,-122.43349092000001,50 Scott St,San Francisco,CA,94117,Duboce Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.433490923 37.769413267),8,Haight Ashbury,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,28,7,5,3,159
Golden Gate Park - Section 4 - Drinking Fountain/Cooler,3269707223120980721,drinking_water,1,0,0,0,37.77201682,-122.47114772,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.471147723 37.772016818),1,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,232
Golden Gate Park - Section 1 - Drinking Fountain/Cooler,5639541939548623490,drinking_water,1,0,0,0,37.76699113,-122.45332948,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.453329484 37.766991134),5,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,7,11,12,229
Portsmouth Square - Drinking Fountain/Cooler,4984182183816938138,drinking_water,1,0,0,0,37.79508448,-122.40538466,745 Kearny St,San Francisco,CA,94108,Portsmouth Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.40538466 37.795084477),3,Chinatown,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,104,6,3,6,127
Restrooms,9096184556236417838,restroom,0,0,0,0,37.751489051685674,-122.43921687699716,780 Douglass St,San Francisco,CA,94114,Noe Valley Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.439216877 37.751489052),8,Noe Valley,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,51,3,5,22,132
Marina Green East Restroom,2159070112314827563,restroom,0,0,0,0,37.80648339185096,-122.43453399335982,1 Marina Green Dr,San Francisco,CA,94123,Yacht Harbor and Marina Green,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434533993 37.806483392),2,Marina,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,17,4,6,13,90
Corona Heights Park - Drinking Fountain/Cooler,832500137318315438,drinking_water,1,0,0,0,37.76530769,-122.44027742,122 States St,San Francisco,CA,94114,Corona Heights Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44027742 37.765307694),8,Castro/Upper Market,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,113,7,5,5,202
Drinking fountain,4236494391971030314,drinking_water,1,1,0,0,37.770929679999995,-122.47696559,,San Francisco,CA,,Golden Gate Park - Section 4,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.476965586 37.770929679),7,Golden Gate Park,2024/09/11 02:38:36 PM,2024/10/10 10:40:59 AM,9,8,4,12,232
South Beach Harbor,5535662967239792186,drinking_water,1,1,0,1,37.7803467,-122.3877,Pier 40A The Embarcadero,San Francisco,CA,94107,,publicly_accessible,,,Daily,Outside of playground,port,POINT (-122.3877 37.7803467),6,Mission Bay,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,31,1,10,4,
Midtown Terrace Clubhouse,2914129059992107756,restroom,0,0,0,0,37.75167265818647,-122.45588190223849,210 Olympia Way,San Francisco,CA,94131,Midtown Terrace Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455881902 37.751672658),7,Twin Peaks,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,48,7,8,38,61
Midtown Terrace Playground - Drinking Fountain/Cooler,1362769676768370106,drinking_water,1,0,0,0,37.75167229,-122.45583377999999,210 Olympia Way,San Francisco,CA,94131,Midtown Terrace Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455833784 37.751672289),7,Twin Peaks,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,48,7,8,38,61
Victoria Manalo Draves Park - Drinking Fountain/Cooler,5703939655902583772,drinking_water,1,0,0,0,37.77712696,-122.40618904,55 Sherman St,San Francisco,CA,94103,Victoria Manalo Draves Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406189044 37.777126965),6,South of Market,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,32,1,10,34,98
Visitacion Valley Clubhouse,8478441797534942604,restroom,0,0,0,0,37.71274482391884,-122.40868229341584,251 Leland Ave,San Francisco,CA,94134,Yik Oi Huang Peace & Friendship Park Picnic Area,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.408682293 37.712744824),10,Visitacion Valley,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,75,9,9,40,97
Kezar Turf Drinking fountain,5634927668403505525,drinking_water,1,1,0,0,37.767234820000006,-122.45515061,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.455150612 37.767234818),5,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,7,11,12,229
West Sunset Playground - Drinking Fountain/Cooler,6764740627358824885,drinking_water,1,0,0,0,37.7508196,-122.49832208,3223 Ortega St,San Francisco,CA,94116,West Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.49832208 37.750819597),4,Sunset/Parkside,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,39,10,7,35,93
McCoppin Square Clubhouse,341541798497557024,restroom,0,0,0,0,37.743551594363424,-122.48070841032101,2354 24th Ave,San Francisco,CA,94116,McCoppin Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.48070841 37.743551594),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,40,10,7,35,139
Mission Bay Library,8224817024566265679,drinking_water,1,0,0,0,37.775369728000044,-122.39309738399999,960 04th St,San Francisco,CA,94158,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:11:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.393097384 37.775369728),6,Mission Bay,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,34,1,10,4,
Mission Rec Center,7286495612961491893,restroom,0,0,0,0,37.758220490065916,-122.4127976783385,2450 Harrison St,San Francisco,CA,94110,Mission Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412797678 37.75822049),9,Mission,2024/08/13 05:16:30 PM,2024/10/10 10:40:59 AM,53,3,2,20,215
Hayes Valley Playground - Drinking Fountain/Cooler,2542937055757276401,drinking_water,1,0,0,0,37.77606955,-122.42741294000001,689 Hayes St,San Francisco,CA,94102,Hayes Valley Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427412942 37.776069548),5,Hayes Valley,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,22,4,11,9,174
Jackson Clubhouse,5798803553978306037,restroom,0,0,0,0,37.76388493563468,-122.39892775694433,1645 17th St,San Francisco,CA,94107,Jackson Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.398927757 37.763884936),10,Potrero Hill,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,54,1,9,26,179
Parque Ninos Unidos Clubhouse,423313379263490907,restroom,0,0,0,0,37.754352377295625,-122.41391608902443,3070 23rd St,San Francisco,CA,94110,Parque Ninos Unidos,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.413916089 37.754352377),9,Mission,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,53,3,2,20,
Civic Center Pit Stop - Grove and Larkin streets (JCDecaux),400838196920771509,restroom,0,0,0,0,37.7787317,-122.4169278,Grove and Larkin streets (JCDecaux),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4169278 37.7787317),5,Tenderloin,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,21,4,10,36,
Gleneagles Golf Course Clubhouse,6584855746954938973,restroom,0,0,0,0,37.71599531472845,-122.42456403444783,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.424564034 37.715995315),10,McLaren Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,73,9,9,19,7
SoMa Pit Stop - Victoria Manalo Draves Park (Rec Park),3769861877417491906,restroom,0,0,0,0,37.7767602,-122.4060242,Victoria Manalo Draves Park (Rec Park),San Francisco,CA,,Victoria Manalo Draves Park,limited_access,,,,,pit_stop,POINT (-122.4060242 37.7767602),6,South of Market,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,32,1,10,34,98
Crocker Amazon Playground - Drinking Fountain/Cooler,8984256812290899820,drinking_water,1,1,0,0,37.712722639999996,-122.42731925,799 Moscow St,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.427319247 37.712722638),11,Excelsior,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,58,9,1,7,158
Alice Chalmers Playground - Alice Chalmers Path Drinking Fountain,1941840163441050760,drinking_water,1,1,0,0,37.70959876,-122.44705579000001,670 Brunswick St,San Francisco,CA,94112,Alice Chalmers Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44705579 37.709598762),11,Excelsior,2024/10/01 05:13:37 PM,2024/10/10 10:40:59 AM,58,9,1,7,68
Cayuga Clubhouse,3958142903091328013,restroom,0,0,0,0,37.71434069987213,-122.44983895970809,301 Naglee Ave,San Francisco,CA,94112,Cayuga Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.44983896 37.7143407),11,Outer Mission,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,66,9,1,28,205
Ingleside Branch,4343473954297379462,drinking_water,1,0,0,0,37.72405708700006,-122.45626482999995,1298 Ocean Ave,San Francisco,CA,94112,Ingleside Branch Library,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:10:00-18:00"",""Tuesday:10:00-18:00"",""Wednesday:10:00-20:00"",""Thursday:12:00-19:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.45626483 37.724057087),7,West of Twin Peaks,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,71,9,8,41,
Beach Chalet,755820951004372731,restroom,0,0,0,0,37.76959000789354,-122.51011435778473,501 Stanyan St,San Francisco,CA,94121,Golden Gate Park - Section 6,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.510114358 37.769590008),4,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,8,4,12,234
Francisco Path Drinking Fountain,2300123082387260656,drinking_water,1,0,0,0,37.80361475,-122.42127042,,San Francisco,CA,,Francisco Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42127042 37.803614755),2,Russian Hill,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,107,6,6,32,193
Washington Square Restrooms,6250308910410204931,restroom,0,0,0,0,37.801064242552535,-122.41063428491249,600 Columbus Ave,San Francisco,CA,94133,Washington Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410634285 37.801064243),3,North Beach,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,106,6,3,23,94
Robin Williams Meadow Restroom,1139175886771992270,restroom,0,0,0,0,37.76820061034034,-122.45894632494796,501 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 7,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.458946325 37.76820061),7,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,7,11,12,228
Beach Chalet Soccer South Path,5949666139755127776,drinking_water,1,0,0,0,37.76609576,-122.50844352,,San Francisco,CA,,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508443516 37.766095758),4,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,8,4,12,234
Restrooms,7629794751538283355,restroom,0,0,0,0,37.79171974893089,-122.40509211818922,633 California St,San Francisco,CA,94108,St. Mary's Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405092118 37.791719749),3,Financial District/South Beach,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,104,6,3,8,108
Stanyan Kiosk,7899757755738897929,restroom,0,0,0,0,37.769905471421275,-122.45428183846612,501 Stanyan St,San Francisco,CA,94117,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.454281838 37.769905471),5,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,7,11,12,229
Bernal Heights Path Drinking Fountain,8198355778702993225,drinking_water,1,1,0,0,37.741981700000004,-122.41632774,,San Francisco,CA,,,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416327735 37.7419817),9,Bernal Heights,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,83,9,2,2,
McLaren Bike Muni Restroom,6153008481896635412,restroom,0,0,0,0,37.71408971379147,-122.42331647505156,,San Francisco,CA,94134,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423316475 37.714089714),10,McLaren Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,73,9,9,19,
"Mid-Market Pit Stop - Market Street, between Hyde and 7th streets",5961780263829161949,restroom,0,0,0,0,37.7797652,-122.4136255,"Market Street, between Hyde and 7th streets",San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4136255 37.7797652),5,Tenderloin,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,21,5,10,36,
Tenderloin Pit Stop - 701 Ellis St. (at Larkin),6956680928895690187,restroom,0,0,0,0,37.7842471,-122.4177342,701 Ellis St. (at Larkin),San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4177342 37.7842471),5,Tenderloin,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,20,5,10,36,
Mission Clubhouse,490680770581918428,restroom,0,0,0,0,37.75940474502767,-122.42242458308023,3555 19th St,San Francisco,CA,94110,Mission Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.422424583 37.759404745),9,Mission,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,37,3,5,20,214
India Basin Park,6500487953611878416,drinking_water,1,1,0,1,37.735292,-122.376172,"San Francisco Bay Trail, India Basin",San Francisco,CA,94124,,publicly_accessible,,,Daily,,port,POINT (-122.376172 37.735292),10,Bayview Hunters Point,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,76,2,9,1,
Kezar Turf Drinking fountain,5820177870304763291,drinking_water,1,0,0,0,37.76616713,-122.45630314,,San Francisco,CA,,Golden Gate Park - Section 1,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.456303136 37.766167127),5,Golden Gate Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,9,7,11,12,229
Pier 40,4462729660452543366,restroom,0,0,0,0,37.811076,-122.410559,2 Beach st,San Francisco,CA,94133,,publicly_accessible,07:00:00,22:00:00,Daily,Level 1 by Players Sports Grill & Arcade,port,POINT (-122.410559 37.811076),3,North Beach,2024/10/04 01:51:23 PM,2024/10/10 10:40:59 AM,99,6,3,23,
Douglass Dog Play Area Drinking Fountain,207857814651967646,drinking_water,1,0,0,0,37.746956389999994,-122.43891312000001,,San Francisco,CA,,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438913123 37.746956392),8,Noe Valley,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,57,3,5,22,206
Restroom,5493916297522311485,restroom,0,0,0,0,37.77677036001743,-122.406057796802,55 Sherman St,San Francisco,CA,94103,Victoria Manalo Draves Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406057797 37.77677036),6,South of Market,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,32,1,10,34,98
Joe DiMaggio Clubhouse/Pool,3522461969507678659,restroom,0,0,0,0,37.8027666216579,-122.41217825887537,651 Lombard Street,San Francisco,CA,94133,Joe DiMaggio Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412178259 37.802766622),3,North Beach,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,106,6,3,23,195
Japanese Tea Garden Female Restroom,1976174855844772049,restroom,0,0,0,0,37.770480053368324,-122.46945822510776,501 Stanyan St,San Francisco,CA,94118,Golden Gate Park - Section 2,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.469458225 37.770480053),7,Golden Gate Park,2024/08/21 02:15:01 PM,2024/10/10 10:40:59 AM,9,8,4,12,235
Drinking Fountain/Cooler,2181557672935071184,drinking_water,1,1,0,0,37.7853789,-122.41809576,,San Francisco,CA,,Sgt. John Macaulay Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.418095763 37.785378904),5,Tenderloin,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,20,5,10,36,113
Bike Park Bottle Filling station,2473605560043874638,drinking_water,1,1,0,0,37.71402182,-122.42315072000001,,San Francisco,CA,,John McLaren Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.423150721 37.714021818),10,McLaren Park,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,73,9,9,19,
Sunnyside Playground - Drinking Fountain/Cooler,8708239296404196705,drinking_water,1,0,0,0,37.73385632,-122.44819921999999,233 Melrose Avenue,San Francisco,CA,94127,Sunnyside Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.448199217 37.733856318),7,West of Twin Peaks,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,95,9,8,41,222
Garfield Children's Play Area Path,3998837800270607760,drinking_water,1,0,0,0,37.76460911,-122.40948568,,San Francisco,CA,,Franklin Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.409485685 37.764609108),9,Mission,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,53,3,9,20,164
3rd and Clement,2353041988599802789,drinking_water,0,1,0,0,37.783196,-122.461368,208 Clement,San Francisco,CA,94118,,publicly_accessible,,,Daily,,puc,POINT (-122.461368 37.783196),1,Inner Richmond,2024/06/27 01:43:12 PM,2024/10/10 10:40:59 AM,5,8,4,11,
Guy Place Mini Park - Drinking Fountain/Cooler,5875877012001183846,drinking_water,1,0,0,0,37.78659459,-122.39431447,4 Guy Pl,San Francisco,CA,94105,Guy Place Mini Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.394314468 37.786594589),6,Financial District/South Beach,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,30,1,10,8,192
Raymond Kimball Playground - Drinking Fountain/Cooler,1198985592842897228,drinking_water,1,1,0,0,37.78248803,-122.4355881,1901 Geary Blvd,San Francisco,CA,94115,Raymond Kimball Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.435588101 37.782488028),5,Western Addition,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,97,4,11,39,123
Haight Pit Stop - Buena Vista Avenue East & Haight Street,6328566929400096264,restroom,0,0,0,0,37.7708518,-122.4403874,Buena Vista Avenue East & Haight Street,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.4403874 37.7708518),5,Haight Ashbury,2024/10/10 10:39:51 AM,2024/10/10 10:40:59 AM,112,7,11,3,
Portsmouth Square Clubhouse,5076840125778629956,restroom,0,0,0,0,37.79502053126163,-122.40533899196147,745 Kearny St,San Francisco,CA,94108,Portsmouth Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.405338992 37.795020531),3,Chinatown,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,104,6,3,6,127
Betty Ann Ong Chinese Rec Center - Drinking Fountain/Cooler,7607359615276799515,drinking_water,1,0,0,0,37.794290800000006,-122.41169429000001,1101 Washington St,San Francisco,CA,94108,Betty Ann Ong Chinese Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.411694294 37.794290801),3,Nob Hill,2024/07/23 12:28:50 PM,2024/10/10 10:40:59 AM,16,6,3,21,155
Excelsior Branch Library,1134166097749066913,drinking_water,1,0,0,0,37.72713052100005,-122.43331540999998,4400 Mission St,San Francisco,CA,94112,,limited_access,,,Daily,"opening_hours = [""Sunday:13:00-17:00"",""Monday:13:00-18:00"",""Tuesday:10:00-20:00"",""Wednesday:10:00-20:00"",""Thursday:10:00-18:00"",""Friday:13:00-18:00"",""Saturday:10:00-18:00"",""Total Weekly Hours:50""]",library,POINT (-122.43331541 37.727130521),11,Outer Mission,2024/10/10 10:24:00 AM,2024/10/10 10:40:59 AM,94,9,1,28,
Restrooms,1702410236468952087,restroom,0,0,0,0,37.73620116438634,-122.4782232264926,2899 19th Ave,San Francisco,CA,94132,Sigmund Stern Recreation Grove,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.478223226 37.736201164),4,Sunset/Parkside,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,40,10,7,35,112
Gene Friend Rec Center,3955966375932038830,restroom,0,0,0,0,37.77878684551738,-122.40633918397188,270 6th St,San Francisco,CA,94103,Eugene Friend Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.406339184 37.778786846),6,South of Market,2024/08/13 05:16:30 PM,2024/10/10 10:40:59 AM,32,1,10,34,166
Harvey Milk Recreational Arts Bldg,3179317602354845196,restroom,0,0,0,0,37.769579237561544,-122.43457746937769,50 Scott St,San Francisco,CA,94117,Duboce Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.434577469 37.769579238),8,Haight Ashbury,2024/08/13 05:11:19 PM,2024/10/10 10:40:59 AM,28,7,5,3,159
Restroom,7640662122747861266,restroom,0,0,0,0,37.746283168602446,-122.43968177852058,1098 Douglass St,San Francisco,CA,94131,Douglass Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.439681779 37.746283169),8,Noe Valley,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,57,3,5,22,206
Martin Luther King Jr Pool,8462497620449821810,restroom,0,0,0,0,37.72539339194417,-122.39337823570945,5701 3rd St,San Francisco,CA,94124,Bayview K.C. Jones Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.393378236 37.725393392),10,Bayview Hunters Point,2024/08/20 06:25:03 PM,2024/10/10 10:40:59 AM,86,2,9,1,77
Restrooms,6586654064421355590,restroom,0,0,0,0,37.80129138272988,-122.41678430772167,1055 Greenwich St,San Francisco,CA,94133,Michelangelo Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.416784308 37.801291383),3,Russian Hill,2024/08/13 04:58:33 PM,2024/10/10 10:40:59 AM,107,6,6,32,137
